title,author,isbn,openLibraryId,url,description
""Hamlet"",""Rex Gibson"",""0521618746"","""","""","In this quintessential Shakespeare tragedy, a young prince's halting pursuit of revenge for the murder of his father unfolds in a series of highly charged confrontations that have held audiences spellbound for nearly four centuries. Those fateful exchanges, and the anguished soliloquies that precede and follow them, probe depths of human feeling rarely sounded in any art. 

The title role of Hamlet, perhaps the most demanding in all of Western drama, has provided generations of leading actors their greatest challenge. Yet all the roles in this towering drama are superbly delineated, and each of the key scenes offers actors a rare opportunity to create theatrical magic.

Hamlet is a unique pleasure to read as well as to see and hear performed."
""Hang the Moon"",""Jeannette Walls"",""1501117297"","""","""",
""Harry Potter and the Chamber of Secrets"",""J.K. Rowling"","""",""OL82537W"",""https://openlibrary.org/works/OL82537W"",
""Harry Potter and the Sorcerer's Stone"",""J.K. Rowling"",""0439554934"","""","""","Turning the envelope over, his hand trembling, Harry saw a purple wax seal bearing a coat of arms; a lion, an eagle, a badger and a snake surrounding a large letter 'H'.

HARRY POTTER has never even heard of Hogwarts when the LETTERS start dropping on the doormat at number four, Privet Drive. Addressed in GREEN INK on yellowish parchment with a PURPLE SEAL, they are swiftly confiscated by his GRISLY aunt and uncle. Then, on Harry's eleventh birthday, a great beetle-eyed giant of a man called RUBEUS HAGRID bursts in with some ASTONISHING news: Harry Potter is a wizard, and he has a place at Hogwarts School of Witchcraft and Wizardry. An incredible adventure is about to begin!"
""Hashimoto's Protocol: A 90-Day Plan for Reversing Thyroid Symptoms and Getting Your Life Back"",""Izabella Wentz"","""","""","""",
""Heart of Venom"",""Jennifer Estep"",""1451689004"",""OL34312365W"",""https://openlibrary.org/works/OL34312365W"","Gin Blanco is out for blood when a fire elemental and his goons kidnap her close friend Sophia Deveraux."
""Heartbreaker"",""Julie Garwood"",""1416503811"","""","""","Agent Nick Buchanan works against the clock to discover the identity of a murderer who has already revealed the name of his next victim."
""Hekla's Children"",""James Brogden"",""1785654381"","""","""","""A decade ago, teacher Nathan Brookes saw four of his students walk up a hill and vanish. Only one returned, Olivia, starved, terrified, and with no memory of where she'd been. Questioned by the police but released for lack of evidence, Nathan spent the years trying to forget. When a body is found in the same ancient woodland where they disappeared, it is first believed to be one of the missing children, but is soon identified as a Bronze Age warrior, nothing more than an archaeological curiosity. Yet Nathan starts to have horrific visions of the students, alive but trapped. Then Olivia reappears, desperate that the warrior's body be returned to the earth. For he is the only thing keeping a terrible evil at bay"" -- Page [4] of cover."
""Hell's Princess: The Mystery of Belle Gunness"," Butcher of Men"",""Harold Schechter"",""1503944913"","""","From “America’s principal chronicler of its greatest psychopathic killers” (*The Boston Book Review*) comes the definitive account of Ed Gein, a mild-mannered Wisconsin farmhand who stunned an unsuspecting nation—and redefined the meaning of the word “psycho.” The year was 1957. The place was an ordinary farmhouse in America’s heartland, filled with extraordinary evidence of unthinkable depravity. The man behind the massacre was a slight, unassuming Midwesterner with a strange smile—and even stranger attachment to his domineering mother. After her death and a failed attempt to dig up his mother’s body from the local cemetery, Gein turned to other grave robberies and, ultimately, multiple murders. Driven to commit gruesome and bizarre acts beyond all imagining, Ed Gein remains one of the most deranged minds in the annals of American homicide. This is his story—recounted in fascinating and chilling detail by Harold Schechter, one of the most acclaimed true-crime storytellers of our time."
""Her One Mistake"",""Heidi Perks"","""",""OL20152597W"",""https://openlibrary.org/works/OL20152597W"",
""Here I Am"",""Jonathan Safran Foer"",""0241146186"","""","""",
""Hidden Bodies"",""Caroline Kepnes"",""1476785635"","""","""",
""Hit List"",""Laurell K. Hamilton"",""0425241130"","""","""",
""Home Is Where the Bodies Are"",""Jeneva Rose"","""",""OL37615492W"",""https://openlibrary.org/works/OL37615492W"",
""Horse"",""Geraldine Brooks"",""0399562966"","""","""",
""Hounded"",""Kevin Hearne"",""0345522478"","""","""","Two-thousand-year-old druid Atticus O'Sullivan, Granuaile and the wolfhound Oberon race across modern-day Europe to try to escape the clutches of Olympian goddesses Artemis and Diana and the Norse god of mischief, Loki."
""House of Earth and Blood"",""Sarah J. Maas"",""1635574048"","""","""","Bound by blood.
Tempted by desire.
Unleashed by destiny.

Bryce Quinlan had the perfect life—working hard all day and partying all night—until a demon murdered her closest friends, leaving her bereft, wounded, and alone. When the accused is behind bars but the crimes start up again, Bryce finds herself at the heart of the investigation. She’ll do whatever it takes to avenge their deaths.

Hunt Athalar is a notorious Fallen angel, now enslaved to the Archangels he once attempted to overthrow. His brutal skills and incredible strength have been set to one purpose—to assassinate his boss’s enemies, no questions asked. But with a demon wreaking havoc in the city, he’s offered an irresistible deal: help Bryce find the murderer, and his freedom will be within reach.

As Bryce and Hunt dig deep into Crescent City’s underbelly, they discover a dark power that threatens everything and everyone they hold dear, and they find, in each other, a blazing passion—one that could set them both free, if they’d only let it.

With unforgettable characters, sizzling romance, and page-turning suspense, this richly inventive new fantasy series by #1 New York Times bestselling author Sarah J. Maas delves into the heartache of loss, the price of freedom—and the power of love."
""How Not to Murder Your Ex"",""Katie Marsh"",""1785138758"",""OL36809821W"",""https://openlibrary.org/works/OL36809821W"",
""How To Be a Good Wife"",""Emma  Chapman"",""1447216180"","""","""","I know what my husband would say: that I have too much time on my hands; that I need to keep myself busy. That I need to take my medication. Empty nest syndrome, he tells his friends at the pub, his mother. He's always said I have a vivid imagination."
""How To Get Better At Anything"",""Paul McMahon"",""1732604657"","""","""",
""How to ADHD: An Insider's Guide to Working with Your Brain (Not Against It)"",""Jessica McCabe"",""0593578945"","""","""",
""How to Build a Girl"",""Caitlin Moran"","""",""OL17605692W"",""https://openlibrary.org/works/OL17605692W"",
""How to End a Love Story"",""Yulin Kuang"","""",""OL37579040W"",""https://openlibrary.org/works/OL37579040W"",
""How to Hang a Witch"",""Adriana Mather"",""0553539485"",""OL19913968W"",""https://openlibrary.org/works/OL19913968W"","Salem, Massachusetts is the site of the infamous witch trials and the new home of Samantha Mather. Recently transplanted from New York City. Sam and her stepmother are not exactly welcomed with open arms. Sam is the descendant of Cotton Mather, one of the men responsible forthose trials and almost immediately, she becomes the enemy of a group of girls that call themselves The Descendants. And guess who their ancestors were?"
